ID,kwh
2024-10-02_consumer_device_16_data_user_13,0.09734969761710038
2024-10-03_consumer_device_16_data_user_13,0.08677844220068062
2024-10-04_consumer_device_16_data_user_13,0.08432288780441781
2024-10-05_consumer_device_16_data_user_13,0.08325633579170125
2024-10-06_consumer_device_16_data_user_13,0.08269023075165637
2024-10-07_consumer_device_16_data_user_13,0.08404772645998909
2024-10-08_consumer_device_16_data_user_13,0.08447788774632124
2024-10-09_consumer_device_16_data_user_13,0.08449845478624322
2024-10-10_consumer_device_16_data_user_13,0.08489356389394748
2024-10-11_consumer_device_16_data_user_13,0.08541679049898701
2024-10-12_consumer_device_16_data_user_13,0.0791576871588668
2024-10-13_consumer_device_16_data_user_13,0.0757564720896686
2024-10-14_consumer_device_16_data_user_13,0.07295156431461895
2024-10-15_consumer_device_16_data_user_13,0.07257111543673572
2024-10-16_consumer_device_16_data_user_13,0.07133324999176403
2024-10-17_consumer_device_16_data_user_13,0.07006255358091233
2024-10-18_consumer_device_16_data_user_13,0.07022875038456916
2024-10-19_consumer_device_16_data_user_13,0.0706003463538988
2024-10-20_consumer_device_16_data_user_13,0.07191725497727378
2024-10-21_consumer_device_16_data_user_13,0.06643844344697927
2024-10-22_consumer_device_16_data_user_13,0.06702582099593822
2024-10-23_consumer_device_16_data_user_13,0.06759665107664024
2024-10-24_consumer_device_16_data_user_13,0.06892488623555029
2024-09-24_consumer_device_16_data_user_2,9.074928617816193
2024-09-25_consumer_device_16_data_user_2,8.096235821074185
2024-09-26_consumer_device_16_data_user_2,7.407019130854438
2024-09-27_consumer_device_16_data_user_2,7.084351847763804
2024-09-28_consumer_device_16_data_user_2,6.958820931007477
2024-09-29_consumer_device_16_data_user_2,6.653968127327608
2024-09-30_consumer_device_16_data_user_2,6.458177639098432
2024-10-01_consumer_device_16_data_user_2,6.390525496068365
2024-10-02_consumer_device_16_data_user_2,6.401510515190614
2024-10-03_consumer_device_16_data_user_2,5.474599987036484
2024-10-04_consumer_device_16_data_user_2,5.215380284002481
2024-10-05_consumer_device_16_data_user_2,5.072570795374652
2024-10-06_consumer_device_16_data_user_2,4.997179748809951
2024-10-07_consumer_device_16_data_user_2,5.063038997377623
2024-10-08_consumer_device_16_data_user_2,5.051275081821647
2024-10-09_consumer_device_16_data_user_2,5.0242000497902
2024-10-10_consumer_device_16_data_user_2,5.035296829614139
2024-10-11_consumer_device_16_data_user_2,5.059876761784109
2024-10-12_consumer_device_16_data_user_2,4.5892435496728785
2024-10-13_consumer_device_16_data_user_2,4.3485651392422975
2024-10-14_consumer_device_16_data_user_2,4.154382184398397
2024-10-15_consumer_device_16_data_user_2,4.11812859448919
2024-10-16_consumer_device_16_data_user_2,4.038540222126847
2024-10-17_consumer_device_16_data_user_2,3.9499178605463188
2024-10-18_consumer_device_16_data_user_2,3.9507624575334406
2024-10-19_consumer_device_16_data_user_2,3.969021041336792
2024-10-20_consumer_device_16_data_user_2,4.046020963334469
2024-10-21_consumer_device_16_data_user_2,3.6684900359436816
2024-10-22_consumer_device_16_data_user_2,3.699862622570659
2024-10-23_consumer_device_16_data_user_2,3.7324304816073437
2024-10-24_consumer_device_16_data_user_2,3.8113761386033915
2024-09-24_consumer_device_16_data_user_3,4.1113215596294
2024-09-25_consumer_device_16_data_user_3,3.699431265909225
2024-09-26_consumer_device_16_data_user_3,3.4094964435303883
2024-09-27_consumer_device_16_data_user_3,3.2780993397673486
2024-09-28_consumer_device_16_data_user_3,3.2267244344921195
2024-09-29_consumer_device_16_data_user_3,3.101230492828977
2024-09-30_consumer_device_16_data_user_3,3.0246083255514566
2024-10-01_consumer_device_16_data_user_3,3.0009128841802255
2024-10-02_consumer_device_16_data_user_3,3.013372070039802
2024-10-03_consumer_device_16_data_user_3,2.612194283347528
2024-10-04_consumer_device_16_data_user_3,2.5093669335212176
2024-10-05_consumer_device_16_data_user_3,2.458070921094807
2024-10-06_consumer_device_16_data_user_3,2.430933878351443
2024-10-07_consumer_device_16_data_user_3,2.470779089826493
2024-10-08_consumer_device_16_data_user_3,2.4762415596188436
2024-10-09_consumer_device_16_data_user_3,2.470682724973993
2024-10-10_consumer_device_16_data_user_3,2.4805080023190422
2024-10-11_consumer_device_16_data_user_3,2.495689137131659
2024-10-12_consumer_device_16_data_user_3,2.2753186206991973
2024-10-13_consumer_device_16_data_user_3,2.1588757002040415
2024-10-14_consumer_device_16_data_user_3,2.0637915384990952
2024-10-15_consumer_device_16_data_user_3,2.0487180432479586
2024-10-16_consumer_device_16_data_user_3,2.008096354284443
2024-10-17_consumer_device_16_data_user_3,1.9648775303549975
2024-10-18_consumer_device_16_data_user_3,1.968171145713754
2024-10-19_consumer_device_16_data_user_3,1.9791288314333138
2024-10-20_consumer_device_16_data_user_3,2.020660571296886
2024-10-21_consumer_device_16_data_user_3,1.8353207658883914
2024-10-22_consumer_device_16_data_user_3,1.853192766313932
2024-10-23_consumer_device_16_data_user_3,1.871017680999178
2024-10-24_consumer_device_16_data_user_3,1.9131883750363605
2024-09-24_consumer_device_16_data_user_4,0.22473659696771375
2024-09-25_consumer_device_16_data_user_4,0.19710759414206624
2024-09-26_consumer_device_16_data_user_4,0.17764331812271816
2024-09-27_consumer_device_16_data_user_4,0.16828070891625774
2024-09-28_consumer_device_16_data_user_4,0.1646530187952654
2024-09-29_consumer_device_16_data_user_4,0.15588518808134103
2024-09-30_consumer_device_16_data_user_4,0.15002497546454222
2024-10-01_consumer_device_16_data_user_4,0.14783987322688866
2024-10-02_consumer_device_16_data_user_4,0.1476984285112864
2024-10-03_consumer_device_16_data_user_4,0.12216978362858812
2024-10-04_consumer_device_16_data_user_4,0.114490724726384
2024-10-05_consumer_device_16_data_user_4,0.10995166248986107
2024-10-06_consumer_device_16_data_user_4,0.10755872614055115
2024-10-07_consumer_device_16_data_user_4,0.10871909230987867
2024-10-08_consumer_device_16_data_user_4,0.10778691233435612
2024-10-09_consumer_device_16_data_user_4,0.1066862730879583
2024-10-10_consumer_device_16_data_user_4,0.10670247442593728
2024-10-11_consumer_device_16_data_user_4,0.10711767333308053
2024-10-12_consumer_device_16_data_user_4,0.09511656074497882
2024-10-13_consumer_device_16_data_user_4,0.08919520408103113
2024-10-14_consumer_device_16_data_user_4,0.08448324259333075
2024-10-15_consumer_device_16_data_user_4,0.08344917597454779
2024-10-16_consumer_device_16_data_user_4,0.08161301348650712
2024-10-17_consumer_device_16_data_user_4,0.0794523844299252
2024-10-18_consumer_device_16_data_user_4,0.07930691459592926
2024-10-19_consumer_device_16_data_user_4,0.07963373093669136
2024-10-20_consumer_device_16_data_user_4,0.08128160236932051
2024-10-21_consumer_device_16_data_user_4,0.072148082136806
2024-10-22_consumer_device_16_data_user_4,0.07276471505869969
2024-10-23_consumer_device_16_data_user_4,0.0734467924314813
2024-10-24_consumer_device_16_data_user_4,0.07515996114775081
2024-09-24_consumer_device_16_data_user_5,3.583461234732408
2024-09-25_consumer_device_16_data_user_5,3.198024720825172
2024-09-26_consumer_device_16_data_user_5,2.9266116688145045
2024-09-27_consumer_device_16_data_user_5,2.8002174038254477
2024-09-28_consumer_device_16_data_user_5,2.7510051788233243
2024-09-29_consumer_device_16_data_user_5,2.6313799678740173
2024-09-30_consumer_device_16_data_user_5,2.5551666201618963
2024-10-01_consumer_device_16_data_user_5,2.529262727462275
2024-10-02_consumer_device_16_data_user_5,2.5348019708873077
2024-10-03_consumer_device_16_data_user_5,2.1680434829147077
2024-10-04_consumer_device_16_data_user_5,2.066925714772543
2024-10-05_consumer_device_16_data_user_5,2.012046610429384
2024-10-06_consumer_device_16_data_user_5,1.9830663414088308
2024-10-07_consumer_device_16_data_user_5,2.010880963741014
2024-10-08_consumer_device_16_data_user_5,2.0078600203839145
2024-10-09_consumer_device_16_data_user_5,1.9981005259432114
2024-10-10_consumer_device_16_data_user_5,2.003268768631731
2024-10-11_consumer_device_16_data_user_5,2.0136977282245088
2024-10-12_consumer_device_16_data_user_5,1.8248970153353081
2024-10-13_consumer_device_16_data_user_5,1.7277656519514408
2024-10-14_consumer_device_16_data_user_5,1.6492227137066517
2024-10-15_consumer_device_16_data_user_5,1.6349735386215267
2024-10-16_consumer_device_16_data_user_5,1.6025262506476186
2024-10-17_consumer_device_16_data_user_5,1.5667076447651676
2024-10-18_consumer_device_16_data_user_5,1.5674951034239086
2024-10-19_consumer_device_16_data_user_5,1.5751925748404916
2024-10-20_consumer_device_16_data_user_5,1.6069299728911697
2024-10-21_consumer_device_16_data_user_5,1.4541527840489732
2024-10-22_consumer_device_16_data_user_5,1.4672308930723759
2024-10-23_consumer_device_16_data_user_5,1.480694573269991
2024-10-24_consumer_device_16_data_user_5,1.5131704035693152
2024-09-24_consumer_device_16_data_user_6,7.9221654035810225
2024-09-25_consumer_device_16_data_user_6,6.991051120312363
2024-09-26_consumer_device_16_data_user_6,6.335126465548514
2024-09-27_consumer_device_16_data_user_6,6.020753713523561
2024-09-28_consumer_device_16_data_user_6,5.898879785904122
2024-09-29_consumer_device_16_data_user_6,5.604133704299411
2024-09-30_consumer_device_16_data_user_6,5.408154903334282
2024-10-01_consumer_device_16_data_user_6,5.335767205295243
2024-10-02_consumer_device_16_data_user_6,5.3330537186173155
2024-10-03_consumer_device_16_data_user_6,4.469819363981037
2024-10-04_consumer_device_16_data_user_6,4.212672591236546
2024-10-05_consumer_device_16_data_user_6,4.062010977405927
2024-10-06_consumer_device_16_data_user_6,3.982570765351564
2024-10-07_consumer_device_16_data_user_6,4.024853681374007
2024-10-08_consumer_device_16_data_user_6,3.9961672765503775
2024-10-09_consumer_device_16_data_user_6,3.9606042450304972
2024-10-10_consumer_device_16_data_user_6,3.9625010374139884
2024-10-11_consumer_device_16_data_user_6,3.9777608010705334
2024-10-12_consumer_device_16_data_user_6,3.5674724385348737
2024-10-13_consumer_device_16_data_user_6,3.3639489209865907
2024-10-14_consumer_device_16_data_user_6,3.2016520027442805
2024-10-15_consumer_device_16_data_user_6,3.166851566321182
2024-10-16_consumer_device_16_data_user_6,3.103104454752011
2024-10-17_consumer_device_16_data_user_6,3.028738339005876
2024-10-18_consumer_device_16_data_user_6,3.0246058045657604
2024-10-19_consumer_device_16_data_user_6,3.036477451745285
2024-10-20_consumer_device_16_data_user_6,3.0944029488315374
2024-10-21_consumer_device_16_data_user_6,2.7796662262658263
2024-10-22_consumer_device_16_data_user_6,2.801670451067838
2024-10-23_consumer_device_16_data_user_6,2.8257360442334107
2024-10-24_consumer_device_16_data_user_6,2.8858149543155482
2024-09-24_consumer_device_16_data_user_7,2.544129889471071
2024-09-25_consumer_device_16_data_user_7,2.294759699842012
2024-09-26_consumer_device_16_data_user_7,2.1192046998268963
2024-09-27_consumer_device_16_data_user_7,2.038956490934127
2024-09-28_consumer_device_16_data_user_7,2.007622162926085
2024-09-29_consumer_device_16_data_user_7,1.9312003083313596
2024-09-30_consumer_device_16_data_user_7,1.883896255796373
2024-10-01_consumer_device_16_data_user_7,1.8687940921311093
2024-10-02_consumer_device_16_data_user_7,1.875096549651159
2024-10-03_consumer_device_16_data_user_7,1.6339663980815584
2024-10-04_consumer_device_16_data_user_7,1.570719476428758
2024-10-05_consumer_device_16_data_user_7,1.5382690670418622
2024-10-06_consumer_device_16_data_user_7,1.521112491130976
2024-10-07_consumer_device_16_data_user_7,1.543315710210397
2024-10-08_consumer_device_16_data_user_7,1.5449740815601862
2024-10-09_consumer_device_16_data_user_7,1.5406846001894932
2024-10-10_consumer_device_16_data_user_7,1.5458168905026786
2024-10-11_consumer_device_16_data_user_7,1.5542422193738146
2024-10-12_consumer_device_16_data_user_7,1.4243545248707667
2024-10-13_consumer_device_16_data_user_7,1.35625560863262
2024-10-14_consumer_device_16_data_user_7,1.3008043590783123
2024-10-15_consumer_device_16_data_user_7,1.29164928375098
2024-10-16_consumer_device_16_data_user_7,1.2681840659723194
2024-10-17_consumer_device_16_data_user_7,1.2429556971343323
2024-10-18_consumer_device_16_data_user_7,1.2444845444376005
2024-10-19_consumer_device_16_data_user_7,1.2506003572747333
2024-10-20_consumer_device_16_data_user_7,1.2742999758166977
2024-10-21_consumer_device_16_data_user_7,1.1662782827369744
2024-10-22_consumer_device_16_data_user_7,1.17635931852686
2024-10-23_consumer_device_16_data_user_7,1.1864989491304205
2024-10-24_consumer_device_16_data_user_7,1.2106138962576503
2024-09-24_consumer_device_16_data_user_8,1.7349150312615342
2024-09-25_consumer_device_16_data_user_8,1.644983761311929
2024-09-26_consumer_device_16_data_user_8,1.5819568771774908
2024-09-27_consumer_device_16_data_user_8,1.5628412231024804
2024-09-28_consumer_device_16_data_user_8,1.554791544061834
2024-09-29_consumer_device_16_data_user_8,1.5334960936324638
2024-09-30_consumer_device_16_data_user_8,1.5293378871681944
2024-10-01_consumer_device_16_data_user_8,1.5345570127746457
2024-10-02_consumer_device_16_data_user_8,1.5543271517587396
2024-10-03_consumer_device_16_data_user_8,1.4426257886682385
2024-10-04_consumer_device_16_data_user_8,1.4338110248758027
2024-10-05_consumer_device_16_data_user_8,1.4417723729681085
2024-10-06_consumer_device_16_data_user_8,1.4458383561357115
2024-10-07_consumer_device_16_data_user_8,1.4809260515775358
2024-10-08_consumer_device_16_data_user_8,1.5047763748963496
2024-10-09_consumer_device_16_data_user_8,1.5162605167861543
2024-10-10_consumer_device_16_data_user_8,1.5296223304943273
2024-10-11_consumer_device_16_data_user_8,1.5434602513708768
2024-10-12_consumer_device_16_data_user_8,1.4468222122260757
2024-10-13_consumer_device_16_data_user_8,1.3884312328638748
2024-10-14_consumer_device_16_data_user_8,1.3386001189739352
2024-10-15_consumer_device_16_data_user_8,1.3357095784590618
2024-10-16_consumer_device_16_data_user_8,1.31133475917263
2024-10-17_consumer_device_16_data_user_8,1.289014502575183
2024-10-18_consumer_device_16_data_user_8,1.2961265227920595
2024-10-19_consumer_device_16_data_user_8,1.305641368513388
2024-10-20_consumer_device_16_data_user_8,1.3345652581683989
2024-10-21_consumer_device_16_data_user_8,1.236541558590462
2024-10-22_consumer_device_16_data_user_8,1.2506017330945574
2024-10-23_consumer_device_16_data_user_8,1.2634546552246433
2024-10-24_consumer_device_16_data_user_8,1.2921265729105509
2024-09-24_consumer_device_16_data_user_9,0.6397039471618293
2024-09-25_consumer_device_16_data_user_9,0.6077221211034733
2024-09-26_consumer_device_16_data_user_9,0.5853950602880439
2024-09-27_consumer_device_16_data_user_9,0.5816012298886414
2024-09-28_consumer_device_16_data_user_9,0.5797325182897776
2024-09-29_consumer_device_16_data_user_9,0.5740749995963632
2024-09-30_consumer_device_16_data_user_9,0.5765412098608411
2024-10-01_consumer_device_16_data_user_9,0.5816585813675531
2024-10-02_consumer_device_16_data_user_9,0.594039703522831
2024-10-03_consumer_device_16_data_user_9,0.5467502874656088
2024-10-04_consumer_device_16_data_user_9,0.54789472222042
2024-10-05_consumer_device_16_data_user_9,0.5567389095331841
2024-10-06_consumer_device_16_data_user_9,0.5613201348255104
2024-10-07_consumer_device_16_data_user_9,0.5820789466792795
2024-10-08_consumer_device_16_data_user_9,0.5976708649076243
2024-10-09_consumer_device_16_data_user_9,0.6057395939369695
2024-10-10_consumer_device_16_data_user_9,0.6140112389627879
2024-10-11_consumer_device_16_data_user_9,0.6222346433907888
2024-10-12_consumer_device_16_data_user_9,0.5726409054215447
2024-10-13_consumer_device_16_data_user_9,0.5415302880931755
2024-10-14_consumer_device_16_data_user_9,0.5146865060814185
2024-10-15_consumer_device_16_data_user_9,0.5137842604714479
2024-10-16_consumer_device_16_data_user_9,0.5002501988850329
2024-10-17_consumer_device_16_data_user_9,0.4882694741159578
2024-10-18_consumer_device_16_data_user_9,0.4928048270978227
2024-10-19_consumer_device_16_data_user_9,0.4984235979793019
2024-10-20_consumer_device_16_data_user_9,0.5149406026950626
2024-10-21_consumer_device_16_data_user_9,0.46201909189330775
2024-10-22_consumer_device_16_data_user_9,0.4702069126314789
2024-10-23_consumer_device_16_data_user_9,0.47758978534213364
2024-10-24_consumer_device_16_data_user_9,0.49389433316854453
2024-09-24_consumer_device_18_data_user_1,0.16633615708429084
2024-09-25_consumer_device_18_data_user_1,0.1543979866684336
2024-09-26_consumer_device_18_data_user_1,0.14601517768051703
2024-09-27_consumer_device_18_data_user_1,0.14291976900640047
2024-09-28_consumer_device_18_data_user_1,0.14166662346101713
2024-09-29_consumer_device_18_data_user_1,0.13848397622947473
2024-09-30_consumer_device_18_data_user_1,0.13719943713392813
2024-10-01_consumer_device_18_data_user_1,0.13728666600403894
2024-10-02_consumer_device_18_data_user_1,0.1389175916804069
2024-10-03_consumer_device_18_data_user_1,0.12549435558934913
2024-10-04_consumer_device_18_data_user_1,0.12352960863816628
2024-10-05_consumer_device_18_data_user_1,0.12346991115432981
2024-10-06_consumer_device_18_data_user_1,0.12342747117611683
2024-10-07_consumer_device_18_data_user_1,0.12654762164685507
2024-10-08_consumer_device_18_data_user_1,0.12839340691505846
2024-10-09_consumer_device_18_data_user_1,0.12917798083506518
2024-10-10_consumer_device_18_data_user_1,0.13029812648488948
2024-10-11_consumer_device_18_data_user_1,0.13152187255707476
2024-10-12_consumer_device_18_data_user_1,0.12152087907666571
2024-10-13_consumer_device_18_data_user_1,0.1156906434524904
2024-10-14_consumer_device_18_data_user_1,0.11076965996634909
2024-10-15_consumer_device_18_data_user_1,0.1103626053040035
2024-10-16_consumer_device_18_data_user_1,0.10803043273496674
2024-10-17_consumer_device_18_data_user_1,0.10581823378112674
2024-10-18_consumer_device_18_data_user_1,0.10638981583947749
2024-10-19_consumer_device_18_data_user_1,0.10723786044138024
2024-10-20_consumer_device_18_data_user_1,0.10992041000371741
2024-10-21_consumer_device_18_data_user_1,0.10026190718612293
2024-10-22_consumer_device_18_data_user_1,0.10153644133863803
2024-10-23_consumer_device_18_data_user_1,0.10272046456687652
2024-10-24_consumer_device_18_data_user_1,0.10539237745788896
2024-09-24_consumer_device_18_data_user_10,30.151984732231032
2024-09-25_consumer_device_18_data_user_10,27.07666276828121
2024-09-26_consumer_device_18_data_user_10,24.911848580019125
2024-09-27_consumer_device_18_data_user_10,23.928857509143228
2024-09-28_consumer_device_18_data_user_10,23.54463441085068
2024-09-29_consumer_device_18_data_user_10,22.60641877419299
2024-09-30_consumer_device_18_data_user_10,22.031791932868174
2024-10-01_consumer_device_18_data_user_10,21.85277500942852
2024-10-02_consumer_device_18_data_user_10,21.942357618579038
2024-10-03_consumer_device_18_data_user_10,18.951886469497964
2024-10-04_consumer_device_18_data_user_10,18.181387235760127
2024-10-05_consumer_device_18_data_user_10,17.794524199753603
2024-10-06_consumer_device_18_data_user_10,17.589892136314816
2024-10-07_consumer_device_18_data_user_10,17.882063447657114
2024-10-08_consumer_device_18_data_user_10,17.918273880665
2024-10-09_consumer_device_18_data_user_10,17.874206048366766
2024-10-10_consumer_device_18_data_user_10,17.94530061394727
2024-10-11_consumer_device_18_data_user_10,18.056523915105654
2024-10-12_consumer_device_18_data_user_10,16.42095414693759
2024-10-13_consumer_device_18_data_user_10,15.558204876245268
2024-10-14_consumer_device_18_data_user_10,14.854141176825127
2024-10-15_consumer_device_18_data_user_10,14.741516135461907
2024-10-16_consumer_device_18_data_user_10,14.441350318065124
2024-10-17_consumer_device_18_data_user_10,14.12126407468515
2024-10-18_consumer_device_18_data_user_10,14.144564739610239
2024-10-19_consumer_device_18_data_user_10,14.224940854901982
2024-10-20_consumer_device_18_data_user_10,14.5310231473233
2024-10-21_consumer_device_18_data_user_10,13.158829251038947
2024-10-22_consumer_device_18_data_user_10,13.29021727151104
2024-10-23_consumer_device_18_data_user_10,13.42149538881294
2024-10-24_consumer_device_18_data_user_10,13.732427379952858
2024-09-24_consumer_device_18_data_user_11,29.69834835372454
2024-09-25_consumer_device_18_data_user_11,26.67810310110592
2024-09-26_consumer_device_18_data_user_11,24.55211822906862
2024-09-27_consumer_device_18_data_user_11,23.588775778242802
2024-09-28_consumer_device_18_data_user_11,23.212110097587942
2024-09-29_consumer_device_18_data_user_11,22.292000592890602
2024-09-30_consumer_device_18_data_user_11,21.730348973977073
2024-10-01_consumer_device_18_data_user_11,21.556757050132596
2024-10-02_consumer_device_18_data_user_11,21.6483755889327
2024-10-03_consumer_device_18_data_user_11,18.706314045850746
2024-10-04_consumer_device_18_data_user_11,17.952525354993785
2024-10-05_consumer_device_18_data_user_11,17.576681832513465
2024-10-06_consumer_device_18_data_user_11,17.37784774795372
2024-10-07_consumer_device_18_data_user_11,17.670420553536793
2024-10-08_consumer_device_18_data_user_11,17.710820093210224
2024-10-09_consumer_device_18_data_user_11,17.670252584002878
2024-10-10_consumer_device_18_data_user_11,17.74246873779815
2024-10-11_consumer_device_18_data_user_11,17.853946930334118
2024-10-12_consumer_device_18_data_user_11,16.23730894881383
2024-10-13_consumer_device_18_data_user_11,15.382972112187272
2024-10-14_consumer_device_18_data_user_11,14.685310830892677
2024-10-15_consumer_device_18_data_user_11,14.57478834588855
2024-10-16_consumer_device_18_data_user_11,14.27668769971709
2024-10-17_consumer_device_18_data_user_11,13.959583125350552
2024-10-18_consumer_device_18_data_user_11,13.98383143270338
2024-10-19_consumer_device_18_data_user_11,14.064288759754069
2024-10-20_consumer_device_18_data_user_11,14.36912876373616
2024-10-21_consumer_device_18_data_user_11,13.00922091041582
2024-10-22_consumer_device_18_data_user_11,13.140424700118158
2024-10-23_consumer_device_18_data_user_11,13.271264990991062
2024-10-24_consumer_device_18_data_user_11,13.580784254841147
2024-09-24_consumer_device_18_data_user_12,29.510644064192604
2024-09-25_consumer_device_18_data_user_12,26.50561006168691
2024-09-26_consumer_device_18_data_user_12,24.390327844530294
2024-09-27_consumer_device_18_data_user_12,23.431674123723223
2024-09-28_consumer_device_18_data_user_12,23.05685153802243
2024-09-29_consumer_device_18_data_user_12,22.141272110554326
2024-09-30_consumer_device_18_data_user_12,21.582235065251908
2024-10-01_consumer_device_18_data_user_12,21.40934039077444
2024-10-02_consumer_device_18_data_user_12,21.500207065897733
2024-10-03_consumer_device_18_data_user_12,18.573373689086015
2024-10-04_consumer_device_18_data_user_12,17.823149114418893
2024-10-05_consumer_device_18_data_user_12,17.448872101454832
2024-10-06_consumer_device_18_data_user_12,17.250869239498606
2024-10-07_consumer_device_18_data_user_12,17.541519019864594
2024-10-08_consumer_device_18_data_user_12,17.581329130678515
2024-10-09_consumer_device_18_data_user_12,17.540749636745588
2024-10-10_consumer_device_18_data_user_12,17.612411011347522
2024-10-11_consumer_device_18_data_user_12,17.723148493825214
2024-10-12_consumer_device_18_data_user_12,16.115479150761136
2024-10-13_consumer_device_18_data_user_12,15.266006694847242
2024-10-14_consumer_device_18_data_user_12,14.57235433552675
2024-10-15_consumer_device_18_data_user_12,14.462381665593766
2024-10-16_consumer_device_18_data_user_12,14.166046509961582
2024-10-17_consumer_device_18_data_user_12,13.850758480434004
2024-10-18_consumer_device_18_data_user_12,13.874775763762
2024-10-19_consumer_device_18_data_user_12,13.954706548013665
2024-10-20_consumer_device_18_data_user_12,14.257673013221313
2024-10-21_consumer_device_18_data_user_12,12.905594687339757
2024-10-22_consumer_device_18_data_user_12,13.03596464247522
2024-10-23_consumer_device_18_data_user_12,13.165993319204084
2024-10-24_consumer_device_18_data_user_12,13.473622146142802
2024-09-24_consumer_device_18_data_user_13,0.18457861571127088
2024-09-25_consumer_device_18_data_user_13,0.16461073554790917
2024-09-26_consumer_device_18_data_user_13,0.15054851350924298
2024-09-27_consumer_device_18_data_user_13,0.14395116032756955
2024-09-28_consumer_device_18_data_user_13,0.14138533754244598
2024-09-29_consumer_device_18_data_user_13,0.13515655523483988
2024-09-30_consumer_device_18_data_user_13,0.13114340302000205
2024-10-01_consumer_device_18_data_user_13,0.12974781543452008
2024-10-02_consumer_device_18_data_user_13,0.12994682517769535
2024-10-03_consumer_device_18_data_user_13,0.1110709490381539
2024-10-04_consumer_device_18_data_user_13,0.10576210704926083
2024-10-05_consumer_device_18_data_user_13,0.10282019864552014
2024-10-06_consumer_device_18_data_user_13,0.10126730897901548
2024-10-07_consumer_device_18_data_user_13,0.10257214135786108
2024-10-08_consumer_device_18_data_user_13,0.1022987536712573
2024-10-09_consumer_device_18_data_user_13,0.10172764948814687
2024-10-10_consumer_device_18_data_user_13,0.10193753141151923
2024-10-11_consumer_device_18_data_user_13,0.10242352588728743
2024-10-12_consumer_device_18_data_user_13,0.09289285429498315
2024-10-13_consumer_device_18_data_user_13,0.0880309466029088
2024-10-14_consumer_device_18_data_user_13,0.08411192802287301
2024-10-15_consumer_device_18_data_user_13,0.08337167041657476
2024-10-16_consumer_device_18_data_user_13,0.08177069912963059
2024-10-17_consumer_device_18_data_user_13,0.07998154948917978
2024-10-18_consumer_device_18_data_user_13,0.07998936515965398
2024-10-19_consumer_device_18_data_user_13,0.08035139702488117
2024-10-20_consumer_device_18_data_user_13,0.0818931493856556
2024-10-21_consumer_device_18_data_user_13,0.07427531345896266
2024-10-22_consumer_device_18_data_user_13,0.07490043377358031
2024-10-23_consumer_device_18_data_user_13,0.07555170381425366
2024-10-24_consumer_device_18_data_user_13,0.07713373085618962
2024-09-24_consumer_device_18_data_user_2,3.2369783439473934
2024-09-25_consumer_device_18_data_user_2,2.90776450574153
2024-09-26_consumer_device_18_data_user_2,2.6759850024391274
2024-09-27_consumer_device_18_data_user_2,2.5695210366859045
2024-09-28_consumer_device_18_data_user_2,2.527981407674116
2024-09-29_consumer_device_18_data_user_2,2.4267579815024183
2024-09-30_consumer_device_18_data_user_2,2.3636228674266193
2024-10-01_consumer_device_18_data_user_2,2.3431188241732928
2024-10-02_consumer_device_18_data_user_2,2.3505099186571146
2024-10-03_consumer_device_18_data_user_2,2.0334884739327856
2024-10-04_consumer_device_18_data_user_2,1.9492478348885358
2024-10-05_consumer_device_18_data_user_2,1.9053630427513237
2024-10-06_consumer_device_18_data_user_2,1.8821686980618362
2024-10-07_consumer_device_18_data_user_2,1.9100427084450773
2024-10-08_consumer_device_18_data_user_2,1.9109971157659449
2024-10-09_consumer_device_18_data_user_2,1.904642133868549
2024-10-10_consumer_device_18_data_user_2,1.9108063333390803
2024-10-11_consumer_device_18_data_user_2,1.9213557272590882
2024-10-12_consumer_device_18_data_user_2,1.752525142558529
2024-10-13_consumer_device_18_data_user_2,1.6644190854891043
2024-10-14_consumer_device_18_data_user_2,1.5927978670421403
2024-10-15_consumer_device_18_data_user_2,1.5806896755094875
2024-10-16_consumer_device_18_data_user_2,1.5505564582912506
2024-10-17_consumer_device_18_data_user_2,1.5179526724389514
2024-10-18_consumer_device_18_data_user_2,1.5196225864339228
2024-10-19_consumer_device_18_data_user_2,1.5273083668549503
2024-10-20_consumer_device_18_data_user_2,1.5575139209121371
2024-10-21_consumer_device_18_data_user_2,1.4180428241587824
2024-10-22_consumer_device_18_data_user_2,1.4307979597748417
2024-10-23_consumer_device_18_data_user_2,1.4436956914576142
2024-10-24_consumer_device_18_data_user_2,1.4744708919067784
2024-09-24_consumer_device_18_data_user_3,7.729470543003614
2024-09-25_consumer_device_18_data_user_3,6.8999099861286
2024-09-26_consumer_device_18_data_user_3,6.315701396095252
2024-09-27_consumer_device_18_data_user_3,6.041715806125703
2024-09-28_consumer_device_18_data_user_3,5.935152359798664
2024-09-29_consumer_device_18_data_user_3,5.6764427981088055
2024-09-30_consumer_device_18_data_user_3,5.509848436846461
2024-10-01_consumer_device_18_data_user_3,5.451977430940131
2024-10-02_consumer_device_18_data_user_3,5.460422960239952
2024-10-03_consumer_device_18_data_user_3,4.67597813414363
2024-10-04_consumer_device_18_data_user_3,4.455565768614383
2024-10-05_consumer_device_18_data_user_3,4.333544651976595
2024-10-06_consumer_device_18_data_user_3,4.2691343834509246
2024-10-07_consumer_device_18_data_user_3,4.323618372484784
2024-10-08_consumer_device_18_data_user_3,4.312496722919379
2024-10-09_consumer_device_18_data_user_3,4.28890269988498
